netID,fishID,species,length,weight,scale
101,614,Bluntnose Minnow,56,1,FALSE
101,615,Bluntnose Minnow,53,0.9,FALSE
101,616,Bluntnose Minnow,58,1.2,FALSE
101,617,Bluntnose Minnow,53,0.8,FALSE
101,618,Bluntnose Minnow,53,0.9,FALSE
101,619,Bluntnose Minnow,66,1.5,FALSE
101,620,Bluntnose Minnow,61,1.3,FALSE
102,638,Bluntnose Minnow,74,3.9,FALSE
102,639,Bluntnose Minnow,61,2.2,FALSE
102,640,Bluntnose Minnow,84,1.3,FALSE
102,642,Bluntnose Minnow,53,1.3,FALSE
102,643,Bluntnose Minnow,56,2.1,FALSE
102,644,Bluntnose Minnow,56,1.4,FALSE
102,645,Bluntnose Minnow,61,2,FALSE
111,727,Bluntnose Minnow,79,3.8,FALSE
116,763,Bluntnose Minnow,74,3.4,FALSE
121,816,Bluntnose Minnow,51,1.2,FALSE
121,817,Bluntnose Minnow,79,3.9,FALSE
121,818,Bluntnose Minnow,74,3.8,FALSE
121,819,Bluntnose Minnow,64,1.9,FALSE
121,820,Bluntnose Minnow,51,1,FALSE
121,821,Bluntnose Minnow,51,1.1,FALSE
121,822,Bluntnose Minnow,64,2.1,FALSE
121,823,Bluntnose Minnow,51,1.2,FALSE
125,832,Bluntnose Minnow,81,2.8,FALSE
125,833,Bluntnose Minnow,81,3.2,FALSE
125,834,Bluntnose Minnow,79,4.1,FALSE
205,521,Iowa Darter,53,1.1,FALSE
203,524,Iowa Darter,46,0.6,FALSE
203,525,Iowa Darter,44,0.6,FALSE
203,526,Iowa Darter,46,0.6,FALSE
203,527,Iowa Darter,43,0.4,FALSE
101,602,Iowa Darter,56,0.9,FALSE
101,604,Iowa Darter,51,0.8,FALSE
102,641,Iowa Darter,48,1,FALSE
106,646,Iowa Darter,38,0.6,FALSE
106,647,Iowa Darter,46,0.9,FALSE
106,648,Iowa Darter,43,0.8,FALSE
106,649,Iowa Darter,48,1,FALSE
106,650,Iowa Darter,41,0.5,FALSE
106,651,Iowa Darter,41,0.7,FALSE
106,652,Iowa Darter,43,0.6,FALSE
106,653,Iowa Darter,43,0.6,FALSE
106,654,Iowa Darter,46,0.9,FALSE
105,711,Iowa Darter,48,0.7,FALSE
105,712,Iowa Darter,46,0.7,FALSE
115,730,Iowa Darter,48,0.8,FALSE
115,731,Iowa Darter,48,0.8,FALSE
115,732,Iowa Darter,51,1,FALSE
115,733,Iowa Darter,51,1.1,FALSE
116,764,Iowa Darter,51,1.2,FALSE
116,765,Iowa Darter,48,0.9,FALSE
116,766,Iowa Darter,51,0.9,FALSE
116,767,Iowa Darter,43,0.5,FALSE
116,768,Iowa Darter,51,1.2,FALSE
116,769,Iowa Darter,56,1.2,FALSE
116,770,Iowa Darter,53,1.1,FALSE
116,771,Iowa Darter,43,0.9,FALSE
14,85,Largemouth Bass,68,3.5,TRUE
17,198,Largemouth Bass,259,190,TRUE
27,227,Largemouth Bass,137,20,TRUE
101,536,Largemouth Bass,318,407,TRUE
101,551,Largemouth Bass,178,60,TRUE
101,588,Largemouth Bass,221,117,TRUE
102,630,Largemouth Bass,429,1070,TRUE
102,631,Largemouth Bass,394,737,TRUE
102,632,Largemouth Bass,361,548,TRUE
104,656,Largemouth Bass,251,172,TRUE
104,657,Largemouth Bass,386,688,TRUE
103,702,Largemouth Bass,361,579,TRUE
111,713,Largemouth Bass,348,556,TRUE
114,759,Largemouth Bass,168,48,TRUE
116,760,Largemouth Bass,71,3.1,FALSE
112,801,Largemouth Bass,168,52,FALSE
109,836,Largemouth Bass,424,864,TRUE
109,837,Largemouth Bass,328,410,TRUE
109,838,Largemouth Bass,315,385,TRUE
109,839,Largemouth Bass,325,338,TRUE
109,840,Largemouth Bass,274,235,TRUE
109,842,Largemouth Bass,318,386,TRUE
109,843,Largemouth Bass,333,460,TRUE
109,844,Largemouth Bass,386,547,TRUE
109,845,Largemouth Bass,384,540,TRUE
109,847,Largemouth Bass,307,320,TRUE
109,848,Largemouth Bass,323,420,TRUE
109,849,Largemouth Bass,315,406,TRUE
109,850,Largemouth Bass,351,486,TRUE
109,851,Largemouth Bass,249,274,TRUE
109,852,Largemouth Bass,287,265,TRUE
109,853,Largemouth Bass,307,338,TRUE
109,854,Largemouth Bass,302,358,TRUE
109,855,Largemouth Bass,297,333,TRUE
109,856,Largemouth Bass,320,386,TRUE
109,857,Largemouth Bass,333,483,TRUE
109,858,Largemouth Bass,333,426,TRUE
109,859,Largemouth Bass,307,295,TRUE
109,860,Largemouth Bass,229,132,TRUE
109,861,Largemouth Bass,201,92,TRUE
109,862,Largemouth Bass,201,88,TRUE
110,864,Largemouth Bass,325,436,TRUE
110,865,Largemouth Bass,325,412,TRUE
110,866,Largemouth Bass,323,444,TRUE
110,867,Largemouth Bass,272,233,TRUE
129,868,Largemouth Bass,363,624,TRUE
129,869,Largemouth Bass,353,561,TRUE
129,871,Largemouth Bass,264,211,TRUE
129,872,Largemouth Bass,315,367,TRUE
129,873,Largemouth Bass,239,157,TRUE
129,874,Largemouth Bass,330,433,TRUE
129,875,Largemouth Bass,239,154,TRUE
129,876,Largemouth Bass,300,292,TRUE
129,877,Largemouth Bass,310,351,TRUE
129,878,Largemouth Bass,330,436,TRUE
129,880,Largemouth Bass,267,244,TRUE
129,881,Largemouth Bass,330,437,TRUE
129,882,Largemouth Bass,234,133,TRUE
129,883,Largemouth Bass,315,409,TRUE
129,884,Largemouth Bass,310,330,TRUE
129,885,Largemouth Bass,251,187,TRUE
129,886,Largemouth Bass,226,132,TRUE
129,887,Largemouth Bass,254,168,TRUE
129,888,Largemouth Bass,320,385,TRUE
129,889,Largemouth Bass,305,324,TRUE
129,890,Largemouth Bass,333,461,TRUE
129,891,Largemouth Bass,224,110,TRUE
130,892,Largemouth Bass,310,346,TRUE
130,893,Largemouth Bass,345,450,TRUE
130,894,Largemouth Bass,333,443,TRUE
130,895,Largemouth Bass,348,537,TRUE
130,896,Largemouth Bass,305,306,TRUE
130,897,Largemouth Bass,343,485,TRUE
130,898,Largemouth Bass,318,383,FALSE
130,899,Largemouth Bass,310,348,TRUE
130,901,Largemouth Bass,272,242,TRUE
130,902,Largemouth Bass,257,173,TRUE
130,903,Largemouth Bass,312,371,TRUE
130,904,Largemouth Bass,257,207,TRUE
130,905,Largemouth Bass,305,320,TRUE
130,906,Largemouth Bass,312,349,TRUE
130,907,Largemouth Bass,378,723,TRUE
130,908,Largemouth Bass,348,571,TRUE
130,909,Largemouth Bass,295,315,TRUE
130,910,Largemouth Bass,338,462,TRUE
131,911,Largemouth Bass,300,342,TRUE
131,912,Largemouth Bass,264,215,TRUE
131,913,Largemouth Bass,251,180,TRUE
131,914,Largemouth Bass,378,646,TRUE
131,915,Largemouth Bass,325,377,FALSE
12,9,Pumpkinseed,75,6.5,FALSE
12,13,Pumpkinseed,53,2.2,FALSE
12,15,Pumpkinseed,28,1,FALSE
12,20,Pumpkinseed,51,1.5,FALSE
12,67,Pumpkinseed,61,4,FALSE
9,159,Pumpkinseed,188,120,TRUE
9,160,Pumpkinseed,191,185,TRUE
20,200,Pumpkinseed,191,200,TRUE
21,216,Pumpkinseed,152,80,TRUE
23,223,Pumpkinseed,201,210,TRUE
27,225,Pumpkinseed,130,20,TRUE
24,229,Pumpkinseed,229,320,TRUE
124,835,Pumpkinseed,175,130,TRUE
203,528,Tadpole Madtom,41,0.5,FALSE
203,529,Tadpole Madtom,33,0.2,FALSE
203,530,Tadpole Madtom,30,0.2,FALSE
203,531,Tadpole Madtom,30,0.3,FALSE
106,655,Tadpole Madtom,46,1.3,FALSE
115,734,Tadpole Madtom,38,1,FALSE
4,113,Yellow Perch,239,150,TRUE
4,114,Yellow Perch,267,170,TRUE
4,115,Yellow Perch,262,175,TRUE
4,116,Yellow Perch,257,157,TRUE
4,117,Yellow Perch,257,160,TRUE
9,173,Yellow Perch,221,105,TRUE
9,174,Yellow Perch,226,150,TRUE
9,175,Yellow Perch,282,230,TRUE
20,202,Yellow Perch,226,122,TRUE
15,204,Yellow Perch,244,130,TRUE
15,205,Yellow Perch,272,200,TRUE
23,222,Yellow Perch,229,110,TRUE
102,633,Yellow Perch,249,164,TRUE
102,634,Yellow Perch,264,208,TRUE
102,635,Yellow Perch,254,173,TRUE
102,636,Yellow Perch,249,158,TRUE
105,704,Yellow Perch,114,14.1,TRUE
105,705,Yellow Perch,102,9.7,TRUE
105,706,Yellow Perch,119,13.6,TRUE
105,707,Yellow Perch,79,4,TRUE
105,708,Yellow Perch,81,4.3,TRUE
105,709,Yellow Perch,79,4.1,TRUE
105,710,Yellow Perch,74,3.4,TRUE
111,714,Yellow Perch,307,340,TRUE
115,728,Yellow Perch,94,6.3,FALSE
115,729,Yellow Perch,79,4.2,FALSE
113,735,Yellow Perch,267,201,TRUE
114,756,Yellow Perch,297,327,TRUE
116,772,Yellow Perch,91,6.8,TRUE
116,773,Yellow Perch,84,4.5,TRUE
112,796,Yellow Perch,229,123,TRUE
112,797,Yellow Perch,239,135,TRUE
122,825,Yellow Perch,249,152,TRUE
125,827,Yellow Perch,221,113,TRUE
125,828,Yellow Perch,84,4.6,TRUE
125,829,Yellow Perch,91,7.1,TRUE
125,830,Yellow Perch,81,4.1,TRUE
125,831,Yellow Perch,71,2.1,TRUE
5,137,Black Crappie,267,275,TRUE
16,208,Black Crappie,295,380,TRUE
16,209,Black Crappie,274,260,TRUE
21,218,Black Crappie,152,46,TRUE
24,268,Black Crappie,330,580,TRUE
24,269,Black Crappie,307,440,TRUE
101,532,Black Crappie,320,508,TRUE
101,534,Black Crappie,305,443,TRUE
101,535,Black Crappie,307,440,TRUE
101,537,Black Crappie,287,379,TRUE
102,626,Black Crappie,307,461,TRUE
102,627,Black Crappie,310,466,TRUE
102,628,Black Crappie,315,536,TRUE
102,629,Black Crappie,323,565,TRUE
113,753,Black Crappie,155,47,TRUE
113,754,Black Crappie,147,37,TRUE
112,798,Black Crappie,188,102,FALSE
112,799,Black Crappie,330,606,TRUE
112,800,Black Crappie,292,362,TRUE
121,808,Black Crappie,323,509,TRUE
121,809,Black Crappie,282,352,TRUE
121,812,Black Crappie,142,37,TRUE
110,863,Black Crappie,307,415,TRUE
129,870,Black Crappie,279,344,TRUE
129,879,Black Crappie,302,397,TRUE
